STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs
UTTAR PRADESH,LALITPUR,2001,0,0,0,0,0,0,0,0,11,0
UTTAR PRADESH,LUCKNOW,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MAHARAJGANJ,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MAHOBA,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MAINPURI,2001,0,0,0,0,0,0,0,0,0,4
UTTAR PRADESH,MATHURA,2001,0,0,0,0,0,0,0,0,0,6
UTTAR PRADESH,MAU,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MEERUT,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MIRZAPUR,2001,0,0,0,0,0,0,0,0,24,4
UTTAR PRADESH,MORADABAD,2001,1,0,0,0,0,0,0,0,3,1
UTTAR PRADESH,MUZAFFARNAGAR,2001,0,1,0,0,0,0,0,0,0,0
UTTAR PRADESH,PILIBHIT,2001,0,0,0,0,0,1,0,0,0,0
UTTAR PRADESH,PRATAPGARH,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,RAIBAREILLY,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,RAMPUR,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,SAHARANPUR,2001,0,0,0,0,0,0,0,0,2,4
UTTAR PRADESH,SANT KABIRNAGAR,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,SHAHJAHANPUR,2001,0,0,0,0,0,0,1,0,0,6
UTTAR PRADESH,SHRAWASTI,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,SIDHARTHNAGAR,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,SITAPUR,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,SONBHADRA,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,SULTANPUR,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,UNNAO,2001,0,0,0,0,0,0,0,0,0,22
UTTAR PRADESH,VARANASI,2001,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,TOTAL,2001,3,3,0,0,0,3,2,0,75,168
UTTARAKHAND,ALMORA,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,BAGESHWAR,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,CHAMOLI,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,CHAMPAWAT,2001,0,0,0,0,0,0,0,0,2,1
UTTARAKHAND,DEHRADUN,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,HARIDWAR,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,NAINITAL,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,PAURI GARHWAL,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,PITHORAGARH,2001,0,1,0,0,0,0,0,0,5,3
UTTARAKHAND,RUDRA PRAYAG,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,TEHRI GARHWAL,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,UDHAMSINGH NAGAR,2001,1,0,0,0,0,0,1,0,2,2
UTTARAKHAND,UTTARKASHI,2001,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,TOTAL,2001,1,1,0,0,0,0,1,0,9,6
WEST BENGAL,24 PARGANAS NORTH,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,24 PARGANAS SOUTH,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,ASANSOL,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BANKURA,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BIRBHUM,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BURDWAN,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,COOCHBEHAR,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DAKSHIN DINAJPUR,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DARJEELING,2001,0,1,0,0,0,0,0,0,1,0
WEST BENGAL,HOOGHLY,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH CITY,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH G.R.P.,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,JALPAIGURI,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,KOLKATA,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MALDA,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MIDNAPUR,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MURSHIDABAD,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,NADIA,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,PURULIA,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,SEALDAH G.R.P.,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,SILIGURI G.R.P.,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,UTTAR DINAJPUR,2001,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,TOTAL,2001,0,1,0,0,0,0,0,0,1,0
A & N ISLANDS,ANDAMAN,2001,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,NICOBAR,2001,0,0,0,0,0,0,0,0,0,1
A & N ISLANDS,TOTAL,2001,0,0,0,0,0,0,0,0,0,1
CHANDIGARH,CHANDIGARH,2001,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,D and N HAVELI,2001,0,0,0,0,0,0,0,0,3,3
D & N HAVELI,TOTAL,2001,0,0,0,0,0,0,0,0,3,3
DAMAN & DIU,DAMAN,2001,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DIU,2001,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
DELHI,CENTRAL,2001,0,0,0,0,0,0,0,0,0,0
DELHI,EAST,2001,0,0,0,0,0,0,0,0,0,0
DELHI,G.R.P.(RLY),2001,0,0,0,0,0,0,0,0,0,0
DELHI,I.G.I.AIRPORT,2001,0,0,0,0,0,0,0,0,0,0
DELHI,NEW DELHI,2001,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH,2001,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH EAST,2001,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH WEST,2001,0,0,0,0,0,0,0,0,0,0
DELHI,S.T.F.,2001,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH,2001,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH WEST,2001,0,0,0,0,0,0,0,0,0,0
DELHI,WEST,2001,0,0,0,0,0,0,0,0,0,0
DELHI,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,LAKSHADWEEP,2001,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,PONDICHERRY,2001,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,2002,0,0,0,0,0,0,0,0,0,3
ANDHRA PRADESH,ANANTAPUR,2002,0,1,0,0,0,1,2,0,0,5
ANDHRA PRADESH,CHITTOOR,2002,0,0,0,0,0,0,0,0,10,0
ANDHRA PRADESH,CUDDAPAH,2002,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,2002,0,0,0,0,0,0,0,0,0,30
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,2002,0,0,0,0,0,0,4,0,1,6
ANDHRA PRADESH,HYDERABAD CITY,2002,0,0,0,0,0,0,0,0,4,4
ANDHRA PRADESH,KARIMNAGAR,2002,1,3,3,0,0,0,34,0,0,48
ANDHRA PRADESH,KHAMMAM,2002,0,8,1,0,0,0,4,1,14,16
ANDHRA PRADESH,KRISHNA,2002,0,1,1,0,0,0,2,8,4,8
ANDHRA PRADESH,KURNOOL,2002,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,2002,1,3,0,0,0,0,0,4,18,0
ANDHRA PRADESH,MEDAK,2002,0,2,0,0,0,0,1,0,11,10
ANDHRA PRADESH,NALGONDA,2002,0,1,0,0,0,0,3,1,16,4
ANDHRA PRADESH,NELLORE,2002,0,1,0,0,0,0,6,0,28,13
ANDHRA PRADESH,NIZAMABAD,2002,0,0,0,0,0,0,6,0,0,13
ANDHRA PRADESH,PRAKASHAM,2002,0,0,0,0,0,0,4,0,1,0
ANDHRA PRADESH,RANGA REDDY,2002,0,2,0,0,0,1,2,3,9,23
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2002,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA,2002,0,0,1,0,0,0,17,2,2,6
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,0,0,0,0,0,0,1,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2002,0,1,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,2002,0,0,0,0,0,0,0,0,2,0
ANDHRA PRADESH,VIZIANAGARAM,2002,0,0,0,0,0,0,0,17,0,6
ANDHRA PRADESH,WARANGAL,2002,0,0,0,0,0,0,2,0,13,25
ANDHRA PRADESH,WEST GODAVARI,2002,0,1,0,0,0,0,0,3,1,10
ANDHRA PRADESH,TOTAL,2002,2,24,6,0,0,2,88,39,134,230
ARUNACHAL PRADESH,CHANGLANG,2002,1,0,3,0,0,0,0,0,0,5
ARUNACHAL PRADESH,DIBANG VALLEY,2002,0,0,1,0,0,0,1,0,0,8
ARUNACHAL PRADESH,KAMENG EAST,2002,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2002,0,0,0,0,0,0,4,0,0,1
ARUNACHAL PRADESH,LOHIT,2002,0,0,1,0,0,0,5,0,0,7
ARUNACHAL PRADESH,PAPUM PARE,2002,1,1,1,0,1,0,1,0,0,16
ARUNACHAL PRADESH,SIANG EAST,2002,0,0,3,0,0,0,3,0,0,7
ARUNACHAL PRADESH,SIANG UPPER,2002,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2002,0,1,1,0,0,0,1,0,0,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,0,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,TAWANG,2002,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,TIRAP,2002,0,0,0,0,0,0,0,0,0,6
ARUNACHAL PRADESH,TOTAL,2002,2,2,10,0,1,0,15,0,0,57
ASSAM,BARPETA,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,C.I.D.,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,DIBRUGARH,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,G.R.P.,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,2002,1,1,1,0,0,0,6,0,0,0
ASSAM,GUWAHATI CITY,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,2002,0,0,0,0,0,0,1,0,0,0
ASSAM,N.C.HILLS,2002,5,1,1,0,2,0,4,0,0,16
ASSAM,NAGAON,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,R.P.O.,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,TINSUKIA,2002,0,0,0,0,0,0,0,0,0,0
ASSAM,TOTAL,2002,6,2,2,0,2,0,11,0,0,16
BIHAR,ARARIA,2002,3,5,0,0,0,0,0,0,0,0
BIHAR,ARWAL,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,BAGAHA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,2002,0,0,0,0,0,0,0,0,2,0
BIHAR,BEGUSARAI,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,BETTIAH,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,BHABHUA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,GOPALGANJ,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMALPUR RLY.,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,2002,0,0,0,0,0,0,2,1,0,3
BIHAR,JEHANABAD,2002,2,0,0,0,0,0,0,0,2,0
BIHAR,KATIHAR,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR RLY.,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2002,0,0,0,0,0,0,0,2,0,0
BIHAR,LAKHISARAI,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2002,0,0,0,0,0,0,0,1,0,2
BIHAR,NAUGACHIA,2002,0,0,0,0,0,0,0,0,0,1
BIHAR,NAWADAH,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2002,0,0,0,0,0,0,1,0,2,0
BIHAR,ROHTAS,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SAHARSA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2002,0,0,0,0,0,0,0,0,0,0
BIHAR,TOTAL,2002,5,5,0,0,0,0,3,4,6,6
CHHATTISGARH,BALRAMPUR,2002,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,2002,1,4,0,0,0,1,8,0,19,25
CHHATTISGARH,BIZAPUR,2002,0,0,0,0,0,0,0,0,0,4
CHHATTISGARH,DANTEWARA,2002,0,1,0,0,0,0,0,0,0,3
CHHATTISGARH,DHAMTARI,2002,0,1,0,0,0,0,0,0,0,9
CHHATTISGARH,DURG,2002,3,8,0,0,0,0,12,0,11,55
CHHATTISGARH,GRP RAIPUR,2002,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JAGDALPUR,2002,1,16,2,0,0,9,0,3,0,62
CHHATTISGARH,JANJGIR,2002,1,1,0,0,0,0,0,0,0,10
CHHATTISGARH,JASHPUR,2002,0,6,0,0,0,0,3,0,0,3
CHHATTISGARH,KABIRDHAM,2002,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KANKER,2002,4,9,0,0,0,0,0,0,0,18
CHHATTISGARH,KORBA,2002,1,4,0,0,0,0,8,0,0,9
CHHATTISGARH,KORIYA,2002,1,4,0,0,0,0,1,0,0,4
CHHATTISGARH,MAHASAMUND,2002,0,0,0,0,0,0,2,0,0,18
CHHATTISGARH,RAIGARH,2002,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,2002,0,10,1,0,0,0,7,0,0,0
CHHATTISGARH,RAJNANDGAON,2002,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,SARGUJA,2002,0,3,1,0,0,0,6,0,71,44
CHHATTISGARH,TOTAL,2002,12,67,4,0,0,10,47,3,101,264
GOA,NORTH GOA,2002,0,0,0,0,0,0,0,0,0,0
GOA,SOUTH GOA,2002,0,0,0,0,0,0,0,0,0,0
GOA,TOTAL,2002,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD COMMR.,2002,1,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD RURAL,2002,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHWA-DANG,2002,0,0,0,0,0,0,0,0,0,0
GUJARAT,AMRELI,2002,0,0,0,0,0,0,0,0,0,1
GUJARAT,ANAND,2002,0,0,0,0,0,0,2,1,0,1
GUJARAT,BHARUCH,2002,0,1,0,1,0,0,5,0,15,4
GUJARAT,BHAVNAGAR,2002,0,0,0,0,0,0,1,0,0,1
GUJARAT,DAHOD,2002,0,0,0,17,26,0,5,0,0,7
GUJARAT,GANDHINAGAR,2002,0,0,0,0,0,0,4,0,0,0
GUJARAT,HIMATNAGAR,2002,0,0,0,0,0,0,0,0,4,4
GUJARAT,JAMNAGAR,2002,0,3,0,0,0,0,0,0,1,2
GUJARAT,JUNAGADH,2002,0,0,0,0,0,0,0,0,0,0
GUJARAT,KHEDA NORTH,2002,0,0,0,0,0,0,0,0,0,0
GUJARAT,KUTCH,2002,1,0,0,0,0,1,23,0,2,2
GUJARAT,MEHSANA,2002,0,0,0,0,0,0,0,0,0,0
GUJARAT,NARMADA,2002,0,0,0,0,0,0,2,0,3,0
GUJARAT,NAVSARI,2002,0,0,0,0,0,0,1,0,4,0
GUJARAT,PALANPUR,2002,1,2,1,0,2,0,1,0,7,12
GUJARAT,PANCHMAHAL,2002,1,1,0,0,0,0,1,0,28,0
GUJARAT,PATAN,2002,0,0,0,0,0,0,0,0,0,0
GUJARAT,PORBANDAR,2002,0,0,0,0,0,0,0,0,1,1
GUJARAT,RAJKOT COMMR.,2002,0,0,1,0,0,0,1,0,2,0
GUJARAT,RAJKOT RURAL,2002,0,0,1,0,0,0,0,0,0,0
GUJARAT,SURAT COMMR.,2002,0,0,1,0,0,0,0,0,2,0
GUJARAT,SURAT RURAL,2002,6,4,0,0,0,2,31,0,9,17
GUJARAT,SURENDRANAGAR,2002,1,1,0,0,0,0,1,0,0,1
GUJARAT,VADODARA COMMR.,2002,0,0,0,0,0,0,1,0,0,0
GUJARAT,VADODARA RURAL,2002,2,3,0,0,0,0,1,0,5,7
GUJARAT,VALSAD,2002,3,2,0,0,0,0,1,0,14,8
GUJARAT,W.RLY,2002,0,1,0,0,0,0,0,0,0,6
GUJARAT,TOTAL,2002,16,18,4,18,28,3,81,1,97,74
HARYANA,AMBALA,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,FATEHABAD,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,GRP,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,HISSAR,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,KAITHAL,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,KURUKSHETRA,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,MAHENDRAGARH,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2002,0,0,0,0,0,0,0,0,0,5
HARYANA,REWARI,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,ROHTAK,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,SONIPAT,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,YAMUNANAGAR,2002,0,0,0,0,0,0,0,0,0,0
HARYANA,TOTAL,2002,0,0,0,0,0,0,0,0,0,5
HIMACHAL PRADESH,BILASPUR,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,CHAMBA,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2002,0,0,0,0,0,0,0,0,0,2
HIMACHAL PRADESH,KANGRA,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KINNAUR,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KULLU,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,LAHAUL-SPITI,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SHIMLA,2002,0,1,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SIRMAUR,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SOLAN,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,UNA,2002,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,TOTAL,2002,0,1,0,0,0,0,0,0,0,2
JAMMU & KASHMIR,ANANTNAG,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BORDER,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BUDGAM,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KULGAM,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2002,0,0,0,0,0,1,0,0,0,2
JAMMU & KASHMIR,SRINAGAR,2002,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2002,0,0,0,0,0,0,0,0,0,3
JAMMU & KASHMIR,TOTAL,2002,0,0,0,0,0,1,0,0,0,5
JHARKHAND,BOKARO,2002,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHAIBASA,2002,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHATRA,2002,1,0,0,0,0,0,1,0,3,0
JHARKHAND,DEOGHAR,2002,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,2002,1,1,0,0,0,0,0,0,3,4
JHARKHAND,DHANBAD RLY.,2002,0,1,1,0,0,0,0,0,0,0
JHARKHAND,DUMKA,2002,1,2,0,0,0,0,0,0,3,1
JHARKHAND,GARHWA,2002,1,1,2,0,1,0,1,0,10,5
JHARKHAND,GIRIDIH,2002,1,1,0,0,0,0,1,0,3,0
JHARKHAND,GODDA,2002,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,2002,1,0,0,0,0,0,0,0,0,2
JHARKHAND,HAZARIBAGH,2002,0,0,0,0,0,0,0,0,0,1
JHARKHAND,JAMSHEDPUR,2002,1,1,0,0,0,0,2,0,5,3
JHARKHAND,JAMSHEDPUR RLY.,2002,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2002,1,0,0,0,0,0,1,0,0,1
JHARKHAND,KODERMA,2002,0,1,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2002,0,0,0,0,0,0,0,0,0,1
JHARKHAND,LOHARDAGGA,2002,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PAKUR,2002,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PALAMU,2002,1,1,1,0,0,0,0,0,0,1
JHARKHAND,RANCHI,2002,1,2,1,0,0,0,0,0,13,22
JHARKHAND,SAHEBGANJ,2002,1,2,1,0,0,0,3,0,0,2
JHARKHAND,SARAIKELA,2002,0,0,1,0,0,0,0,0,0,0
