STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
Uttar Pradesh,Jhansi,2020,0,0,74,0,0,0,0,0,0,0,72,148
Uttar Pradesh,Kannauj,2020,2,0,76,0,0,0,0,0,0,0,72,187
Uttar Pradesh,Kanpur Dehat,2020,4,0,104,0,0,0,0,0,0,0,88,197
Uttar Pradesh,Kanpur Nagar,2020,0,0,110,0,0,0,0,0,0,0,208,318
Uttar Pradesh,Kasganj,2020,0,26,159,0,0,0,0,0,0,0,74,259
Uttar Pradesh,Kaushambi,2020,13,0,121,0,0,0,0,0,0,0,60,289
Uttar Pradesh,Khiri,2020,4,0,63,0,0,0,0,0,0,0,144,237
Uttar Pradesh,Kushi Nagar,2020,3,0,130,0,0,0,0,0,0,0,69,245
Uttar Pradesh,Lalitpur,2020,1,0,1,0,0,0,0,0,0,0,30,32
Uttar Pradesh,Lucknow Commissionarate,2020,5,0,352,4,0,0,0,0,0,0,242,604
Uttar Pradesh,Maharajganj,2020,5,0,15,0,0,0,0,0,0,1,240,260
Uttar Pradesh,Mahoba,2020,2,0,45,0,0,0,0,0,0,0,54,102
Uttar Pradesh,Mainpuri,2020,1,0,36,0,0,0,0,0,0,0,94,131
Uttar Pradesh,Mathura,2020,5,0,2,0,0,0,1,0,0,0,173,182
Uttar Pradesh,Mau,2020,0,0,12,0,0,0,0,0,0,0,88,189
Uttar Pradesh,Meerut,2020,17,23,166,0,0,0,0,0,0,0,74,287
Uttar Pradesh,Mirzapur,2020,3,0,22,0,0,0,0,0,0,1,65,139
Uttar Pradesh,Moradabad,2020,2,0,103,0,2,0,0,0,0,0,146,253
Uttar Pradesh,Muzaffarnagar,2020,3,12,24,0,0,0,0,0,0,0,68,134
Uttar Pradesh,Pilibhit,2020,0,0,171,0,0,0,0,0,0,0,86,257
Uttar Pradesh,Pratapgarh,2020,3,0,187,0,0,0,0,0,0,0,134,590
Uttar Pradesh,Raibareilly,2020,3,0,293,0,0,0,0,0,0,0,130,426
Uttar Pradesh,Rampur,2020,5,0,28,0,0,0,0,0,0,0,72,114
Uttar Pradesh,Saharanpur,2020,4,0,5,0,0,0,0,0,0,0,120,132
Uttar Pradesh,Sambhal,2020,6,0,48,0,0,0,0,0,0,0,73,149
Uttar Pradesh,Sant Kabirnagar,2020,3,12,66,0,0,0,0,0,0,0,44,186
Uttar Pradesh,Shahjahanpur,2020,0,0,44,0,0,0,0,0,0,0,110,163
Uttar Pradesh,Shamli,2020,1,0,1,0,0,1,0,0,0,0,63,67
Uttar Pradesh,Shrawasti,2020,2,0,33,0,0,0,0,0,0,3,35,84
Uttar Pradesh,Sidharthnagar,2020,1,19,76,0,0,0,0,0,0,0,65,161
Uttar Pradesh,Sitapur,2020,2,0,242,0,0,0,0,0,0,0,233,478
Uttar Pradesh,Sonbhadra,2020,5,0,35,0,0,0,0,0,0,0,102,142
Uttar Pradesh,Bhadohi,2020,0,0,41,0,0,0,0,0,0,0,2,50
Uttar Pradesh,Sultanpur,2020,4,0,102,0,2,0,0,0,0,0,74,199
Uttar Pradesh,Unnao,2020,1,0,144,0,0,0,0,0,0,0,158,330
Uttar Pradesh,Varanasi,2020,4,0,106,0,0,0,0,0,0,0,146,422
Uttar Pradesh,Lucknow Grameen,2020,2,0,0,0,0,0,0,0,0,0,31,34
Uttarakhand,Almora,2020,0,0,3,0,0,2,0,0,0,0,9,14
Uttarakhand,Bageshwar,2020,1,0,4,0,0,0,0,0,0,0,13,23
Uttarakhand,Chamoli,2020,0,5,3,0,0,1,0,0,0,0,2,12
Uttarakhand,Champawat,2020,1,0,10,0,0,0,0,0,0,0,11,24
Uttarakhand,Dehradun,2020,0,0,54,0,0,0,0,0,0,0,152,232
Uttarakhand,Haridwar,2020,3,0,89,0,0,0,0,0,0,1,150,244
Uttarakhand,Nainital,2020,0,0,56,0,0,0,0,0,0,1,74,135
Uttarakhand,Pauri Garhwal,2020,0,0,7,0,0,0,0,0,0,1,17,24
Uttarakhand,Pithoragarh,2020,0,0,11,0,0,0,0,0,0,0,15,27
Uttarakhand,Rudra Prayag,2020,0,0,0,0,0,0,0,0,0,0,5,5
Uttarakhand,Tehri Garhwal,2020,0,0,4,0,0,0,0,0,0,0,14,19
Uttarakhand,Udhamsingh Nagar,2020,3,0,118,1,0,0,0,0,0,6,167,290
Uttarakhand,Uttarkashi,2020,0,0,6,0,0,0,0,0,0,0,11,17
Uttarakhand,GRP,2020,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Alipurduar,2020,4,0,112,0,1,0,0,0,0,1,83,209
West Bengal,Asansol-Durgapur PC,2020,2,0,86,0,1,0,1,0,0,0,55,144
West Bengal,Bankura,2020,2,0,94,0,4,0,0,0,0,0,40,140
West Bengal,Barrackpur PC,2020,2,0,319,0,0,0,0,0,0,6,104,425
West Bengal,Bidhannagar PC,2020,1,0,62,0,0,0,0,0,0,0,45,108
West Bengal,Birbhum,2020,3,0,151,0,0,0,0,0,0,0,85,279
West Bengal,Coochbehar,2020,0,0,307,0,0,0,0,0,0,0,128,435
West Bengal,Dakshin Dinajpur,2020,3,0,225,0,0,0,0,0,0,1,29,350
West Bengal,Darjeeling,2020,0,0,57,0,2,0,0,0,0,3,46,126
West Bengal,Hooghly Rural Police,2020,0,0,148,0,0,0,0,0,0,0,87,235
West Bengal,Howrah GRP,2020,0,0,0,0,0,0,0,0,0,0,1,1
West Bengal,Howrah PC,2020,0,0,177,0,0,0,0,0,0,1,60,237
West Bengal,Howrah Rural,2020,3,0,179,0,1,0,1,0,0,0,77,261
West Bengal,Jalpaiguri,2020,3,0,135,0,3,0,0,0,0,10,110,251
West Bengal,Jhargram,2020,0,0,90,0,0,0,0,0,0,1,29,122
West Bengal,Kharagpur GRP,2020,0,0,1,0,0,0,0,0,0,0,0,1
West Bengal,Kolkata,2020,3,0,266,0,1,0,15,0,0,6,215,486
West Bengal,Malda,2020,6,0,433,0,3,0,0,0,0,2,166,609
West Bengal,Murshidabad Police District,2020,8,0,424,0,0,0,3,0,0,1,203,655
West Bengal,Paschim Medinipur,2020,4,0,397,0,0,0,0,0,0,9,94,495
West Bengal,Purab Medinipur,2020,3,0,584,0,0,0,1,0,0,10,93,680
West Bengal,Purulia,2020,3,0,55,0,0,0,1,0,0,1,49,108
West Bengal,Sealdah GRP,2020,0,0,3,0,0,0,0,0,0,0,1,5
West Bengal,Siliguri GRP,2020,0,0,0,0,0,0,0,0,0,0,1,1
West Bengal,Siliguri PC,2020,0,0,183,0,4,0,0,0,0,4,87,275
West Bengal,Baruipur Police,2020,1,0,372,0,0,0,3,0,1,18,176,553
West Bengal,Chandannagar PC,2020,0,0,76,0,0,0,0,0,0,0,35,111
West Bengal,Diamond Harbour Police,2020,1,0,115,0,0,0,1,0,0,0,49,171
West Bengal,Kalimpong,2020,1,0,17,0,0,0,0,0,0,0,23,41
West Bengal,Purba Bardhaman,2020,3,0,295,0,3,0,0,0,0,1,87,391
West Bengal,Sundarban Police,2020,0,0,140,0,0,0,0,0,0,12,62,223
West Bengal,Barasat,2020,0,0,290,0,17,0,2,0,0,2,71,378
West Bengal,Basirhat,2020,0,0,346,0,0,0,0,0,0,4,48,394
West Bengal,Bangaon,2020,1,0,20,0,4,0,0,0,1,1,55,90
West Bengal,Islampur,2020,4,0,98,0,1,0,0,0,0,0,25,140
West Bengal,Jangipur Police District,2020,0,0,120,0,0,0,0,0,0,0,56,176
West Bengal,Krishnagar,2020,2,0,267,0,2,0,2,0,0,4,96,367
West Bengal,Raiganj,2020,1,0,156,0,3,0,0,0,0,0,59,220
West Bengal,Ranaghat,2020,2,0,279,0,0,0,0,0,0,0,72,355
A&N Islands,South Andaman,2020,0,0,5,0,0,0,0,0,0,0,46,62
A&N Islands,North & Middle Andaman,2020,0,0,1,0,0,0,0,0,0,0,48,52
A&N Islands,Nicobar,2020,1,0,0,0,0,0,0,0,0,0,26,27
Chandigarh,Chandigarh,2020,3,46,112,0,0,0,0,0,0,1,11,209
D&N Haveli and Daman & Diu,D&N Haveli,2020,2,0,5,0,0,0,0,0,0,0,31,40
D&N Haveli and Daman & Diu,Daman,2020,0,0,14,0,0,0,0,0,0,0,11,26
D&N Haveli and Daman & Diu,Diu,2020,0,0,0,0,0,0,0,0,0,0,1,1
Delhi,Central,2020,0,0,143,0,0,0,0,0,0,0,57,207
Delhi,Crime Branch,2020,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,East,2020,1,0,204,1,0,2,0,0,0,0,65,301
Delhi,EOW,2020,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,IGI Airport,2020,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,Metro,2020,0,0,0,0,0,1,0,0,0,0,0,1
Delhi,New Delhi,2020,0,0,16,0,0,1,0,0,0,0,12,35
Delhi,North,2020,1,0,162,0,0,2,0,0,0,1,46,216
Delhi,North-East,2020,3,0,402,0,0,1,0,0,0,0,125,549
Delhi,North-West,2020,3,0,290,0,0,0,0,0,0,0,108,409
Delhi,Outer,2020,3,0,379,0,0,3,0,0,0,1,108,504
Delhi,RAILWAY,2020,0,0,2,0,0,0,0,0,0,0,0,4
Delhi,South,2020,2,0,223,0,0,1,0,0,0,0,76,343
Delhi,South-East,2020,2,0,295,0,0,4,0,0,0,2,137,446
Delhi,South-West,2020,0,0,202,0,0,2,0,0,0,0,76,306
Delhi,Spl Cell,2020,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,SPUWAC,2020,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,Vigilance,2020,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,West,2020,1,0,246,0,0,3,0,0,0,0,93,380
Delhi,Rohini,2020,2,0,244,0,0,2,0,0,0,0,86,363
Delhi,Shahdara,2020,1,0,147,0,0,2,0,0,0,0,79,279
Delhi,Dwarka,2020,1,0,355,0,0,2,0,0,0,0,92,471
Delhi,Outer North,2020,4,0,438,0,0,0,0,0,0,0,89,548
Jammu & Kashmir,Anantnag,2020,0,0,33,0,0,0,0,0,0,0,19,52
Jammu & Kashmir,Awantipora,2020,0,0,3,0,0,0,0,0,0,0,1,4
Jammu & Kashmir,Bandipora,2020,0,0,0,0,0,0,0,0,0,0,1,1
Jammu & Kashmir,Baramulla,2020,0,0,0,0,0,3,0,0,0,0,6,9
Jammu & Kashmir,Budgam,2020,1,0,0,0,0,0,0,0,0,0,27,29
Jammu & Kashmir,Crime Jammu,2020,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2020,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Doda,2020,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ganderbal,2020,0,0,10,0,0,4,0,0,0,0,19,40
Jammu & Kashmir,Handwara,2020,0,0,2,0,0,0,0,0,0,0,3,9
Jammu & Kashmir,Jammu,2020,1,0,72,0,0,0,0,0,0,0,20,100
Jammu & Kashmir,Kathua,2020,2,1,19,0,0,0,0,0,0,0,20,46
Jammu & Kashmir,Kishtwar,2020,0,0,4,0,0,0,0,0,0,0,4,8
Jammu & Kashmir,Kulgam,2020,0,0,0,0,0,0,0,0,0,0,11,11
Jammu & Kashmir,Kupwara,2020,0,0,0,0,0,0,0,0,0,0,9,9
Jammu & Kashmir,Poonch,2020,1,0,16,0,0,1,0,0,0,0,12,34
Jammu & Kashmir,Pulwama,2020,0,1,9,0,0,0,0,0,0,0,0,10
Jammu & Kashmir,Railways Jammu,2020,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Kashmir,2020,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Katra,2020,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Rajouri,2020,1,0,19,0,0,0,0,0,0,0,7,30
Jammu & Kashmir,Ramban,2020,0,0,6,0,0,0,0,0,0,0,2,10
Jammu & Kashmir,Reasi,2020,1,0,13,0,0,0,0,0,0,0,3,23
Jammu & Kashmir,Samba,2020,0,1,17,0,0,0,0,0,0,0,6,24
Jammu & Kashmir,Shopian,2020,0,0,10,0,0,0,0,0,0,0,9,39
Jammu & Kashmir,Sopore,2020,0,0,22,0,0,0,0,0,0,0,3,45
Jammu & Kashmir,Srinagar,2020,0,0,27,0,0,1,0,0,0,0,8,47
Jammu & Kashmir,Udhampur,2020,0,0,11,0,0,0,0,0,0,1,15,26
Ladakh,Kargil,2020,0,0,0,0,0,0,0,0,0,0,0,0
Ladakh,Leh,2020,0,1,0,0,0,1,0,0,0,0,0,2
Lakshadweep,Lakshadweep,2020,0,0,1,0,0,0,0,0,0,0,8,9
Puducherry,All Districts,2020,0,0,0,0,0,0,0,0,0,0,71,71
Puducherry,Karaikal,2020,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,Anantapur,2021,4,83,43,0,0,0,29,0,0,3,0,301
Andhra Pradesh,Chittoor,2021,2,0,9,0,1,0,0,0,0,1,0,107
Andhra Pradesh,Cuddapah,2021,2,20,8,0,2,0,3,0,0,1,9,90
Andhra Pradesh,East Godavari,2021,1,48,43,0,1,0,2,0,0,0,0,206
Andhra Pradesh,Guntakal Railway,2021,1,0,0,0,0,0,0,0,0,0,0,2
Andhra Pradesh,Guntur,2021,3,48,59,0,1,4,5,0,0,1,1,217
Andhra Pradesh,Guntur Urban,2021,2,33,40,0,5,1,0,0,0,1,0,149
Andhra Pradesh,Krishna,2021,1,39,53,0,0,2,0,0,0,3,0,166
Andhra Pradesh,Kurnool,2021,2,42,20,0,0,2,20,0,0,2,0,114
Andhra Pradesh,Nellore,2021,2,42,18,0,0,1,13,0,0,0,0,113
Andhra Pradesh,Prakasham,2021,1,0,0,0,0,0,0,0,0,1,0,91
Andhra Pradesh,Rajahmundry,2021,1,40,24,1,0,0,0,0,0,0,0,127
Andhra Pradesh,Srikakulam,2021,1,27,9,0,1,0,2,0,0,1,0,74
Andhra Pradesh,Tirupathi Urban,2021,0,18,1,0,2,0,0,0,0,0,0,65
Andhra Pradesh,Vijayawada City,2021,5,47,38,0,0,1,1,0,0,4,0,260
Andhra Pradesh,Vijayawada Railway,2021,0,0,2,0,0,0,0,0,0,0,0,2
Andhra Pradesh,Visakha Rural,2021,0,29,25,0,1,0,0,0,0,0,0,81
Andhra Pradesh,Visakhapatnam,2021,3,61,34,0,0,1,0,0,0,0,0,185
Andhra Pradesh,Vizianagaram,2021,1,37,61,0,1,0,0,0,0,0,0,169
Andhra Pradesh,West Godavari,2021,1,0,0,0,0,0,0,0,0,1,0,150
Arunachal Pradesh,Anjaw,2021,0,1,0,0,0,0,0,0,0,0,0,3
Arunachal Pradesh,Changlang,2021,0,4,3,0,0,0,0,0,0,0,0,7
Arunachal Pradesh,Crime Branch,2021,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Dibang Valley,2021,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kameng East,2021,0,3,0,0,0,0,0,0,0,0,0,3
Arunachal Pradesh,Kameng West,2021,0,0,2,0,0,0,0,0,0,0,0,5
Arunachal Pradesh,Kurung Kumey,2021,0,0,0,0,0,0,0,0,0,0,0,4
Arunachal Pradesh,Lohit,2021,0,1,4,0,0,0,0,0,0,0,0,12
Arunachal Pradesh,Longding,2021,0,3,1,0,0,0,0,0,0,0,0,4
Arunachal Pradesh,Lower Dibang Valley,2021,0,5,3,0,0,0,0,0,0,0,0,9
Arunachal Pradesh,Papum Pare City,2021,0,26,26,0,0,0,0,0,0,0,0,55
Arunachal Pradesh,Papum Pare Rural,2021,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Siang East,2021,0,7,6,0,0,0,0,0,0,0,0,16
Arunachal Pradesh,Siang Upper,2021,0,0,0,0,0,0,0,0,0,0,0,3
Arunachal Pradesh,Siang West,2021,0,0,2,0,0,0,1,0,0,0,0,2
Arunachal Pradesh,Subansiri Lower,2021,0,0,1,0,0,0,0,0,0,0,0,8
Arunachal Pradesh,Subansiri Upper,2021,1,0,0,0,0,0,0,0,0,0,0,6
Arunachal Pradesh,Tawang,2021,0,1,0,0,0,0,0,0,0,0,0,1
Arunachal Pradesh,Tirap,2021,0,0,0,0,0,0,0,0,0,0,0,1
Arunachal Pradesh,Namsai,2021,0,0,1,0,0,0,0,0,0,0,0,8
Arunachal Pradesh,Siang,2021,0,1,0,0,0,0,0,0,0,0,0,5
Arunachal Pradesh,Kamle,2021,0,2,0,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Kra Dadi,2021,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Lower Siang,2021,0,0,2,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Leparada,2021,0,0,1,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Shiyomi,2021,0,0,0,0,0,0,0,0,0,0,0,1
Arunachal Pradesh,Pakkessang,2021,0,0,0,0,0,0,0,0,0,0,0,3
Assam,BIEO,2021,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Barpeta,2021,0,0,219,0,0,0,40,0,0,17,0,383
Assam,Baksa,2021,3,1,67,0,0,0,53,0,0,4,0,127
Assam,Bongaigaon,2021,2,0,45,0,0,0,19,0,0,9,0,147
Assam,CID,2021,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Cachar,2021,0,0,221,0,0,0,221,0,0,9,0,309
Assam,Chirang,2021,0,0,35,0,0,0,11,0,0,4,0,99
Assam,Darrang,2021,0,0,32,0,0,0,6,0,0,7,0,94
Assam,Dhemaji,2021,0,0,76,0,0,0,7,0,0,2,0,113
Assam,Dhubri,2021,0,0,107,0,0,0,54,0,0,13,1,313
Assam,Dibrugarh,2021,1,0,34,0,0,0,6,0,0,5,0,116
Assam,GRP,2021,0,0,0,0,0,0,0,0,0,0,0,3
Assam,Goalpara,2021,0,0,119,0,0,0,0,0,0,0,0,205
Assam,Golaghat,2021,0,0,43,0,0,0,1,0,0,1,0,95
Assam,Guwahati City,2021,4,0,321,0,1,0,53,0,0,3,0,445
Assam,Hailakandi,2021,0,0,52,0,0,0,26,0,1,3,0,114
Assam,Hamren,2021,0,0,0,0,0,0,0,0,0,0,0,9
Assam,Jorhat,2021,0,0,45,0,0,0,21,0,0,2,0,99
Assam,Kamrup,2021,2,0,98,0,0,0,23,0,0,8,0,269
Assam,Karbi Anglong,2021,1,2,96,0,0,0,0,0,0,0,0,124
Assam,Karimganj,2021,0,0,25,0,0,0,6,0,0,3,0,74
Assam,Kokrajhar,2021,1,0,26,0,0,0,0,0,0,0,0,97
Assam,Lakhimpur,2021,5,0,39,0,0,0,39,0,0,3,0,154
Assam,Morigaon,2021,1,0,296,0,0,0,0,0,0,22,0,482
Assam,Dima Hasao,2021,0,0,2,0,0,0,0,0,0,0,0,9
Assam,Nagaon,2021,3,0,127,0,0,0,40,0,0,6,0,254
Assam,Nalbari,2021,0,0,52,0,0,0,43,0,0,6,0,97
Assam,RPO,2021,0,0,1,0,0,0,0,0,0,0,0,7
Assam,SOU,2021,0,0,0,0,0,0,0,0,0,0,0,0
Assam,STF,2021,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Sibsagar,2021,1,0,101,0,0,0,0,0,0,5,0,152
Assam,Sonitpur,2021,0,0,6,0,0,0,6,0,0,0,0,86
Assam,Tinsukia,2021,1,0,117,0,0,0,49,0,0,3,0,197
Assam,Udalguri,2021,0,0,7,0,0,0,7,0,0,4,0,52
Assam,Sadia,2021,1,0,15,0,0,0,5,0,0,0,0,33
Assam,Majuli,2021,0,0,8,0,0,0,0,0,0,6,0,27
Assam,Biswanath,2021,6,0,82,0,0,0,37,0,0,0,0,129
Assam,Hojai,2021,1,0,100,0,0,0,51,0,0,3,0,183
Assam,South Salmara,2021,2,0,54,0,0,0,30,0,0,7,0,107
Assam,Charaideo,2021,3,0,36,0,0,0,0,0,0,0,0,78
Bihar,Araria,2021,0,0,111,0,0,0,0,0,0,0,6,502
Bihar,Arwal,2021,1,0,20,0,0,0,0,0,0,0,0,56
Bihar,Aurangabad,2021,1,0,73,0,0,0,0,0,0,0,0,131
Bihar,Bagaha,2021,0,0,87,0,0,0,0,0,0,0,0,113
Bihar,Banka,2021,0,0,57,0,0,0,0,0,0,0,0,81
Bihar,Begusarai,2021,0,0,26,0,0,0,0,0,0,0,0,47
Bihar,Bettiah,2021,4,0,76,0,0,0,0,0,0,0,0,209
Bihar,Kaimur(Bhabhua),2021,6,0,43,0,0,0,0,0,0,0,0,82
Bihar,Bhagalpur,2021,8,0,144,0,0,0,0,0,0,0,0,209
Bihar,Bhojpur,2021,2,0,155,0,0,0,0,0,0,0,0,200
Bihar,Buxar,2021,0,0,117,0,0,0,0,0,0,0,0,130
Bihar,Darbhanga,2021,0,0,65,0,0,0,0,0,0,0,0,227
Bihar,Gaya,2021,0,0,32,0,0,0,0,0,0,0,0,98
Bihar,Gopalganj,2021,5,0,206,0,0,0,0,0,0,0,0,245
Bihar,Jamalpur Railway,2021,0,0,2,0,0,0,0,0,0,0,0,2
Bihar,Jamui,2021,0,0,40,0,0,0,0,0,0,0,0,47
Bihar,Jehanabad,2021,0,0,25,0,0,0,0,0,0,1,0,62
Bihar,Katihar,2021,0,0,28,0,0,0,0,0,0,0,0,76
Bihar,Katihar Railway,2021,0,0,4,0,0,0,0,0,0,0,0,8
Bihar,Khagaria,2021,0,0,91,0,0,0,0,0,0,0,0,105
Bihar,Kishanganj,2021,0,0,41,0,0,0,0,0,0,0,0,71
Bihar,Lakhisarai,2021,0,0,69,0,0,0,0,0,0,0,0,89
Bihar,Madhepura,2021,16,0,90,0,0,0,0,0,0,0,0,317
Bihar,Madhubani,2021,2,0,77,0,0,0,0,0,0,0,0,143
Bihar,Motihari,2021,10,0,168,0,0,0,0,0,0,0,19,624
Bihar,Munger,2021,3,0,110,0,0,0,0,0,0,0,0,159
Bihar,Muzaffarpur,2021,9,0,303,0,0,0,0,0,0,0,0,381
Bihar,Muzaffarpur Railway,2021,0,0,3,0,0,0,1,0,0,0,0,27
Bihar,Nalanda,2021,8,0,102,0,0,0,0,0,0,0,0,184
Bihar,Naugachia,2021,0,0,0,0,0,0,0,0,1,1,0,11
Bihar,Nawadah,2021,4,0,137,0,0,0,0,0,0,0,0,233
Bihar,Patna,2021,12,0,219,0,0,0,0,0,0,0,0,339
Bihar,Patna Railway,2021,0,0,0,0,0,0,0,0,0,0,0,4
Bihar,Purnea,2021,0,0,163,0,0,0,0,0,0,5,0,233
Bihar,Rohtas,2021,0,0,118,0,0,0,0,0,0,0,0,158
Bihar,Saharsa,2021,0,0,6,0,0,0,0,0,0,0,0,11
Bihar,Samastipur,2021,4,0,204,0,0,0,0,0,0,0,0,255
Bihar,Saran,2021,3,0,148,0,0,0,0,0,0,0,0,188
Bihar,Sheikhpura,2021,0,0,6,0,0,0,0,0,0,0,0,66
Bihar,Sheohar,2021,0,0,30,0,0,0,0,0,0,0,0,40
Bihar,Sitamarhi,2021,0,0,92,0,0,0,0,0,0,0,0,175
Bihar,Siwan,2021,4,0,148,0,0,0,0,0,0,0,0,180
Bihar,Supaul,2021,0,0,85,0,0,0,0,0,0,4,0,136
Bihar,Vaishali,2021,0,0,197,0,0,0,0,0,1,0,0,240
Bihar,Economic Offences Unit,2021,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Anti Terrorist Squad,2021,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Balod,2021,0,0,41,0,0,3,0,0,0,0,0,156
Chhattisgarh,Balodbazar,2021,5,0,122,6,1,0,0,0,0,0,0,294
Chhattisgarh,Balrampur,2021,1,0,45,0,2,0,0,0,0,0,0,178
Chhattisgarh,Bemetra,2021,1,0,62,0,1,2,0,0,0,0,0,165
Chhattisgarh,Bilaspur,2021,0,0,302,0,0,5,0,0,0,0,0,414
Chhattisgarh,Bizapur,2021,0,0,10,0,0,0,0,0,0,0,0,30
Chhattisgarh,Dantewara,2021,0,0,14,0,0,1,0,0,0,0,0,35
Chhattisgarh,Dhamtari,2021,2,0,48,0,0,1,0,0,0,0,0,146
Chhattisgarh,Durg,2021,1,0,231,0,1,8,0,0,0,0,0,489
Chhattisgarh,Gariyaband,2021,1,0,23,0,0,0,0,0,0,0,0,120
Chhattisgarh,GRP Raipur,2021,0,0,6,0,0,0,0,0,0,0,0,13
Chhattisgarh,Jagdalpur,2021,1,0,36,0,1,0,0,0,0,0,0,164
Chhattisgarh,Janjgir,2021,5,0,182,1,0,1,1,0,0,0,0,458
Chhattisgarh,Jashpur,2021,2,0,54,0,1,0,0,0,0,0,0,212
Chhattisgarh,Kabirdham,2021,0,0,89,0,0,0,0,0,0,0,0,169
Chhattisgarh,Kanker,2021,2,0,39,0,1,0,0,0,0,0,0,148
Chhattisgarh,Kondagaon,2021,1,0,49,0,0,0,0,0,0,0,4,114
Chhattisgarh,Korba,2021,5,0,97,0,0,2,0,0,0,0,0,237
Chhattisgarh,Koriya,2021,0,0,68,0,2,0,0,0,0,0,1,181
Chhattisgarh,Mahasamund,2021,0,0,88,2,0,0,0,0,0,0,0,150
Chhattisgarh,Mungali,2021,0,0,56,0,0,4,0,0,0,0,2,118
Chhattisgarh,Narayanpur,2021,0,0,9,0,0,0,0,0,0,0,0,35
Chhattisgarh,Raigarh,2021,7,0,161,0,0,2,0,0,0,0,1,323
Chhattisgarh,Raipur,2021,9,0,426,7,0,0,0,0,0,0,0,787
Chhattisgarh,Rajnandgaon,2021,1,0,170,4,0,0,0,0,0,0,0,267
Chhattisgarh,Sarguja,2021,0,0,100,0,0,0,0,0,0,0,0,262
Chhattisgarh,Sukma,2021,1,0,14,0,0,0,0,0,0,0,0,31
Chhattisgarh,Surajpur,2021,6,0,41,1,2,0,1,0,0,0,0,222
Chhattisgarh,Gaurela-Pendra-Marwari,2021,2,0,29,0,0,0,0,0,0,0,0,83
Goa,North Goa,2021,0,24,32,0,1,4,0,0,0,0,3,98
Goa,South Goa,2021,1,21,12,0,0,0,0,0,0,0,0,47
Goa,CID,2021,0,2,0,0,0,0,0,0,0,0,1,6
Gujarat,Ahmedabad City,2021,9,0,137,2,1,12,0,0,0,1,0,691
Gujarat,Ahmedabad Rural,2021,0,6,17,0,1,3,0,0,0,0,0,84
Gujarat,Amreli,2021,2,0,31,1,1,2,0,0,0,1,0,118
Gujarat,Anand,2021,3,0,37,2,0,1,0,0,0,1,0,147
Gujarat,Arvalli,2021,5,0,13,0,0,3,0,0,0,0,0,46
Gujarat,Banaskantha,2021,3,0,44,0,0,5,0,0,0,0,0,125
Gujarat,Bharuch,2021,2,0,54,0,0,1,0,0,0,0,0,127
Gujarat,Bhavnagar,2021,2,0,32,1,0,2,0,0,0,0,0,124
Gujarat,Botad,2021,1,0,12,0,0,1,0,0,0,2,0,51
Gujarat,Chhotaudepur,2021,2,0,13,0,0,1,0,0,0,1,1,118
Gujarat,CID Crime,2021,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Dahod,2021,0,1,63,0,0,1,0,0,0,0,0,158
Gujarat,Dang,2021,0,0,0,0,0,0,0,0,0,0,0,4
Gujarat,Devbhumi Dwarka,2021,0,0,21,0,0,0,0,0,0,0,0,46
Gujarat,Gandhinagar,2021,4,0,46,0,0,3,0,0,0,0,0,136
Gujarat,Gir Somnath,2021,0,0,16,0,0,2,0,0,0,0,0,43
Gujarat,Jamnagar,2021,1,0,36,2,0,0,0,0,0,0,0,104
Gujarat,Junagadh,2021,0,0,26,0,0,2,0,0,0,2,0,81
Gujarat,Kachchh East(G),2021,1,0,51,0,0,2,0,0,0,0,0,83
